language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
en,VOCABULARY,domain,/doʊˈmeɪn/,"lĩnh vực, tên miền",I think this domain is good.,Tôi nghĩ lĩnh vực này tốt.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,donor,/ˈdoʊnər/,người hiến tặng,This donor is very important.,Người hiến tặng này rất quan trọng.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,dormitory,/ˈdɔrməˌtɔri/,ký túc xá,This dormitory is very important.,Ký túc xá này rất quan trọng.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,drainage,/ˈdreɪnɪʤ/,hệ thống thoát nước,We talked about this drainage.,Chúng tôi đã nói về hệ thống thoát nước này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,echo,/ˈɛkoʊ/,tiếng vọng,We talked about this echo.,Chúng tôi đã nói về tiếng vọng này.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,empire,/ˈɛmpaɪər/,đế chế,I think this empire is good.,Tôi nghĩ đế chế này tốt.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,endeavor,/ɪnˈdɛvər/,nỗ lực lớn,This endeavor is very important.,Nỗ lực lớn này rất quan trọng.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,episode,/ˈɛpɪˌsoʊd/,tập phim,I think this episode is good.,Tôi nghĩ tập phim này tốt.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,equation,/ɪkˈweɪʒən/,phương trình,We talked about this equation.,Chúng tôi đã nói về phương trình này.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,estate,/ɛˈsteɪt/,bất động sản,This estate is very important.,Bất động sản này rất quan trọng.,Money,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,fabric,/ˈfæbrɪk/,vải vóc,This fabric is very important.,Vải vóc này rất quan trọng.,Shopping,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,feast,/fist/,bữa tiệc thịnh soạn,This feast is very important.,Bữa tiệc thịnh soạn này rất quan trọng.,Food,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,fixture,/ˈfɪksʧər/,đồ lắp cố định,We talked about this fixture.,Chúng tôi đã nói về đồ lắp cố định này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,flame,/fleɪm/,ngọn lửa,I think this flame is good.,Tôi nghĩ ngọn lửa này tốt.,Emergency,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,formula,/ˈfɔrmjələ/,công thức,We talked about this formula.,Chúng tôi đã nói về công thức này.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,fortress,/ˈfɔrtrəs/,pháo đài,I think this fortress is good.,Tôi nghĩ pháo đài này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,fountain,/ˈfaʊntən/,đài phun nước,We talked about this fountain.,Chúng tôi đã nói về đài phun nước này.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,fragrance,/ˈfreɪɡrəns/,mùi hương,This fragrance is very important.,Mùi hương này rất quan trọng.,Shopping,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,frontier,/frənˈtɪr/,biên giới,This frontier is very important.,Biên giới này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,galaxy,/ˈɡæləksi/,thiên hà,This galaxy is very important.,Thiên hà này rất quan trọng.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,gallery,/ˈɡæləri/,phòng trưng bày,This gallery is very important.,Phòng trưng bày này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,gear,/ɡɪr/,"bộ đồ nghề, số xe",We talked about this gear.,Chúng tôi đã nói về bộ đồ nghề này.,Transportation,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,generator,/ˈʤɛnərˌeɪtər/,máy phát điện,This generator is very important.,Máy phát điện này rất quan trọng.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,genre,/ˈʒɑnrə/,thể loại,This genre is very important.,Thể loại này rất quan trọng.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,globe,/ɡloʊb/,quả địa cầu,I think this globe is good.,Tôi nghĩ quả địa cầu này tốt.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,governor,/ˈɡəvərnər/,thống đốc,This governor is very important.,Thống đốc này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,grid,/ɡrɪd/,"lưới điện, ô lưới",This grid is very important.,Lưới điện này rất quan trọng.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,grocery,/ˈɡroʊsəri/,hàng tạp hóa,I think this grocery is good.,Tôi nghĩ hàng tạp hóa này tốt.,Shopping,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,habitat,/ˈhæbəˌtæt/,môi trường sống,I think this habitat is good.,Tôi nghĩ môi trường sống này tốt.,Weather,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,hardship,/ˈhɑrdʃɪp/,gian khổ,We talked about this hardship.,Chúng tôi đã nói về gian khổ này.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,harmony,/ˈhɑrməni/,sự hài hòa,We talked about this harmony.,Chúng tôi đã nói về sự hài hòa này.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,harvest,/ˈhɑrvəst/,mùa thu hoạch,We talked about this harvest.,Chúng tôi đã nói về mùa thu hoạch này.,Food,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,haven,/ˈheɪvən/,nơi trú ẩn an toàn,We talked about this haven.,Chúng tôi đã nói về nơi trú ẩn an toàn này.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,heir,/ɛr/,người thừa kế,I think this heir is good.,Tôi nghĩ người thừa kế này tốt.,Family,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,heritage,/ˈhɛrɪtɪʤ/,di sản,We talked about this heritage.,Chúng tôi đã nói về di sản này.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,horizon,/hərˈaɪzən/,đường chân trời,This horizon is very important.,Đường chân trời này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,hormone,/ˈhɔrˌmoʊn/,hoóc môn,I think this hormone is good.,Tôi nghĩ hoóc môn này tốt.,Health,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,hostage,/ˈhɑstɪʤ/,con tin,I think this hostage is good.,Tôi nghĩ con tin này tốt.,Emergency,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,hurdle,/ˈhərdəl/,"rào cản, chướng ngại",This hurdle is very important.,Rào cản này rất quan trọng.,Problem Solving,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,icon,/ˈaɪkɑn/,biểu tượng,We talked about this icon.,Chúng tôi đã nói về biểu tượng này.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,illusion,/ˌɪˈluʒən/,ảo giác,We talked about this illusion.,Chúng tôi đã nói về ảo giác này.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,inspector,/ˌɪnˈspɛktər/,thanh tra viên,This inspector is very important.,Thanh tra viên này rất quan trọng.,Service,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,institute,/ˈɪnstɪˌtut/,"viện, học viện",This institute is very important.,Viện này rất quan trọng.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,insulation,/ˌɪnsəˈleɪʃən/,vật liệu cách nhiệt,We talked about this insulation.,Chúng tôi đã nói về vật liệu cách nhiệt này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,interior,/ˌɪnˈtɪriər/,nội thất,I think this interior is good.,Tôi nghĩ nội thất này tốt.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,intern,/ˈɪntərn/,thực tập sinh,This intern is very important.,Thực tập sinh này rất quan trọng.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,jewel,/ʤuəl/,đồ trang sức quý,This jewel is very important.,Đồ trang sức quý này rất quan trọng.,Shopping,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,jury,/ˈʤʊri/,"ban giám khảo, bồi thẩm",I think this jury is good.,Tôi nghĩ ban giám khảo này tốt.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,label,/ˈleɪbəl/,nhãn mác,We talked about this label.,Chúng tôi đã nói về nhãn mác này.,Shopping,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,laboratory,/ˈlæbrəˌtɔri/,phòng thí nghiệm,We talked about this laboratory.,Chúng tôi đã nói về phòng thí nghiệm này.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,landscape,/ˈlænˌskeɪp/,phong cảnh,This landscape is very important.,Phong cảnh này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,lantern,/ˈlæntərn/,đèn lồng,We talked about this lantern.,Chúng tôi đã nói về đèn lồng này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,ledger,/ˈlɛʤər/,sổ cái,We talked about this ledger.,Chúng tôi đã nói về sổ cái này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,legislation,/ˌlɛʤəsˈleɪʃən/,pháp luật,I think this legislation is good.,Tôi nghĩ pháp luật này tốt.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,lens,/lɛnz/,"ống kính, thấu kính",We talked about this lens.,Chúng tôi đã nói về ống kính này.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,lever,/ˈlɛvər/,đòn bẩy,We talked about this lever.,Chúng tôi đã nói về đòn bẩy này.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,lobby,/ˈlɑbi/,sảnh chờ,I think this lobby is good.,Tôi nghĩ sảnh chờ này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,locker,/ˈlɑkər/,tủ khóa,We talked about this locker.,Chúng tôi đã nói về tủ khóa này.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,lottery,/ˈlɑtəri/,xổ số,I think this lottery is good.,Tôi nghĩ xổ số này tốt.,Money,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,machinery,/məˈʃinəri/,máy móc,We talked about this machinery.,Chúng tôi đã nói về máy móc này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,mainland,/ˈmeɪnˌlænd/,đất liền,I think this mainland is good.,Tôi nghĩ đất liền này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,mansion,/ˈmænʃən/,biệt thự lớn,We talked about this mansion.,Chúng tôi đã nói về biệt thự lớn này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,marble,/ˈmɑrbəl/,đá cẩm thạch,I think this marble is good.,Tôi nghĩ đá cẩm thạch này tốt.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,meadow,/ˈmɛˌdoʊ/,đồng cỏ,This meadow is very important.,Đồng cỏ này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,memorial,/məˈmɔriəl/,đài tưởng niệm,This memorial is very important.,Đài tưởng niệm này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,merchant,/ˈmərʧənt/,thương nhân,I think this merchant is good.,Tôi nghĩ thương nhân này tốt.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,ministry,/ˈmɪnɪstri/,bộ (chính phủ),This ministry is very important.,Bộ (chính phủ) này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,module,/ˈmɑʤul/,"mô đun, học phần",I think this module is good.,Tôi nghĩ mô đun này tốt.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,molecule,/ˈmɑləˌkjul/,phân tử,This molecule is very important.,Phân tử này rất quan trọng.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,monument,/ˈmɑnjəmənt/,"di tích, tượng đài",This monument is very important.,Di tích này rất quan trọng.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,motto,/ˈmɑtoʊ/,khẩu hiệu,We talked about this motto.,Chúng tôi đã nói về khẩu hiệu này.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,myth,/mɪθ/,thần thoại,This myth is very important.,Thần thoại này rất quan trọng.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,narrator,/ˈnɛreɪtər/,người dẫn chuyện,We talked about this narrator.,Chúng tôi đã nói về người dẫn chuyện này.,Communication,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,nest,/nɛst/,tổ chim,This nest is very important.,Tổ chim này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,niche,/nɪʧ/,thị trường ngách,We talked about this niche.,Chúng tôi đã nói về thị trường ngách này.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,notion,/ˈnoʊʃən/,ý niệm,We talked about this notion.,Chúng tôi đã nói về ý niệm này.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,opponent,/əˈpoʊnənt/,đối thủ,This opponent is very important.,Đối thủ này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,orbit,/ˈɔrbət/,quỹ đạo,I think this orbit is good.,Tôi nghĩ quỹ đạo này tốt.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,organism,/ˈɔrɡəˌnɪzəm/,sinh vật,This organism is very important.,Sinh vật này rất quan trọng.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,outlet,/ˈaʊˌtlɛt/,"cửa hàng, ổ cắm",I think this outlet is good.,Tôi nghĩ cửa hàng này tốt.,Shopping,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,output,/ˈaʊtˌpʊt/,"sản lượng, đầu ra",This output is very important.,Sản lượng này rất quan trọng.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,panel,/ˈpænəl/,"ban hội thẩm, tấm bảng",I think this panel is good.,Tôi nghĩ ban hội thẩm này tốt.,Work,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,parade,/pəreɪd/,cuộc diễu hành,We talked about this parade.,Chúng tôi đã nói về cuộc diễu hành này.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,parliament,/ˈpɑrləmɛnt/,nghị viện,This parliament is very important.,Nghị viện này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,patch,/pæʧ/,miếng vá,We talked about this patch.,Chúng tôi đã nói về miếng vá này.,Technology,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,patent,/ˈpætənt/,bằng sáng chế,This patent is very important.,Bằng sáng chế này rất quan trọng.,Business,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,pathway,/ˈpæθˌweɪ/,lối đi,I think this pathway is good.,Tôi nghĩ lối đi này tốt.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,patron,/ˈpeɪtrən/,"khách quen, người bảo trợ",I think this patron is good.,Tôi nghĩ khách quen này tốt.,Service,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,peninsula,/pəˈnɪnsələ/,bán đảo,We talked about this peninsula.,Chúng tôi đã nói về bán đảo này.,Travel,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,perimeter,/pərˈɪmətər/,chu vi,This perimeter is very important.,Chu vi này rất quan trọng.,Education,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,petition,/pəˈtɪʃən/,đơn thỉnh cầu,I think this petition is good.,Tôi nghĩ đơn thỉnh cầu này tốt.,Social,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,pillar,/ˈpɪlər/,"cây cột, trụ cột",We talked about this pillar.,Chúng tôi đã nói về cây cột này.,Home,,Intermediate,Medium,noun - everyday noun
en,VOCABULARY,chew,/ʧu/,nhai,I want to chew now.,Tôi muốn nhai bây giờ.,Food,,Advanced,Medium,verb - common verb
en,VOCABULARY,swallow,/sˈwɔloʊ/,nuốt,They swallow every day.,Họ nuốt mỗi ngày.,Food,,Advanced,Medium,verb - common verb
en,VOCABULARY,sip,/sɪp/,"nhấp, uống từng ngụm",They sip every day.,Họ nhấp mỗi ngày.,Food,,Advanced,Medium,verb - common verb
en,VOCABULARY,bite,/baɪt/,cắn,They bite every day.,Họ cắn mỗi ngày.,Food,,Advanced,Medium,verb - common verb
en,VOCABULARY,lick,/lɪk/,liếm,Let's lick together.,Chúng ta hãy liếm cùng nhau.,Food,,Advanced,Medium,verb - common verb
en,VOCABULARY,chop,/ʧɑp/,"băm, chặt",Let's chop together.,Chúng ta hãy băm cùng nhau.,Food,,Advanced,Medium,verb - common verb
en,VOCABULARY,slice,/slaɪs/,cắt lát,They slice every day.,Họ cắt lát mỗi ngày.,Food,,Advanced,Medium,verb - common verb
en,VOCABULARY,peel,/pil/,gọt vỏ,Let's peel together.,Chúng ta hãy gọt vỏ cùng nhau.,Food,,Advanced,Medium,verb - common verb
